producto|presentacion|marca|tipo|catalogo|precio|fecha|tienda|tipo_tienda|sucursal|direccion|estado|ciudad
pastelillos y pan dulce empaquetado|paquete con 4 mantecadas. vainilla (125 gr.)|bimbo|pan|basicos|16.8|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pastelillos y pan dulce empaquetado|paquete con 6 donitas. espolvoreadas (105 gr.)|bimbo|pan|basicos|13.65|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pastelillos y pan dulce empaquetado|paquete con 6 roles de canela. con pasas (365 gr.)|bimbo|pan|basicos|32.9|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pastelillos y pan dulce empaquetado|paquete con 6 roles de canela. glaseados (410 gr.)|bimbo|pan|basicos|34.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pastelillos y pan dulce empaquetado|paquete con 2 barritas. fresa (75 gr.)|marinela|pan|basicos|11.45|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pastelillos y pan dulce empaquetado|paquete con 2 barritas. pina (75 gr.)|marinela|pan|basicos|11.45|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pastelillos y pan dulce empaquetado|paquete con 2 pinguinos|marinela|pan|basicos|13.9|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pechuga de pavo|1 kg. granel. virginia|fud|carnes frias secas y embutidos|basicos|171.6|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pilas electricas|paquete con 2. d. dura mas|duracell|accesorios domesticos|basicos|121.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pilas electricas|paquete con 6. aa. dura hasta 10 veces mas...|duracell|accesorios domesticos|basicos|115.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pilas electricas|paquete con 2. d|energizer max|accesorios domesticos|basicos|103.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pilas electricas|paquete con 6. aa|energizer max|accesorios domesticos|basicos|99.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pilas electricas|paquete con 6. aaa|energizer. max|accesorios domesticos|basicos|119.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pilas electricas|paquete con 4. aa|eveready. gold|accesorios domesticos|basicos|60.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pilas electricas|paquete con 4. aaa|eveready. gold|accesorios domesticos|basicos|68.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pina en almibar|lata 800 gr. rebanada|herdez|frutas y legumbres procesadas|basicos|31.5|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pina en almibar|lata 800 gr. trocitos|herdez|frutas y legumbres procesadas|basicos|49.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pina en almibar|lata 800 gr. rebanada|la costena|frutas y legumbres procesadas|basicos|42.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pina en almibar|lata 800 gr. trocitos|la costena|frutas y legumbres procesadas|basicos|44.1|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
polvo p/preparar bebidas|sobre 7 gr. naranja|clight|chocolates y golosinas|basicos|2.5|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
polvo p/preparar bebidas|sobre 7 gr. naranja|frutimax|chocolates y golosinas|basicos|2.6|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
polvo p/preparar bebidas|sobre 15 gr. naranja. no requiere azucar|zuko|chocolates y golosinas|basicos|3.3|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
polvo para bebidas sabor chocolate|bolsa 350 gr. con cocoa|choco milk|chocolates y golosinas|basicos|25.5|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
polvo para bebidas sabor chocolate|bolsa 357 gr. cacao|nesquik|chocolates y golosinas|basicos|29.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
producto lacteo|ultrapasteurizado. con grasa vegetal. caja 1 lt.|nutri|leche procesada|basicos|14.35|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
producto para depilacion|caja con envase 100 ml. silk & fresh. pieles sensibles. crema|veet|arts. para el cuidado personal|basicos|66.75|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pure de tomate|caja 1 kg. tomates molidos condimentados|del fuerte|frutas y legumbres procesadas|basicos|24.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
pure de tomate|caja 1 kg. condimentado|la costena|frutas y legumbres procesadas|basicos|25.6|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
queso de puerco|1 kg. granel. queso. de puerco|fud|carnes frias secas y embutidos|basicos|171.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
queso manchego|paquete 400 gr.|caperucita|derivados de leche|basicos|89.9|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
queso manchego|paquete 400 gr.|fud|derivados de leche|basicos|86.9|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
queso manchego|paquete 400 gr.|noche buena|derivados de leche|basicos|87.2|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
queso oaxaca|paquete 400 gr.|lala|derivados de leche|basicos|54.2|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
queso panela|paquete 400 gr.|esmeralda|derivados de leche|basicos|54.2|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
queso panela|1 kg. granel|fud|derivados de leche|basicos|162.9|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
queso panela|paquete 400 gr.|fud|derivados de leche|basicos|52.5|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
queso panela|bote 400 gr.|los volcanes|derivados de leche|basicos|60.5|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
rastrillos desechables|paquete con 4. comfort 3. advance|bic|arts. para el cuidado personal|basicos|81.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
rastrillos desechables|bolsa con 5. presto barba. ultra grip. 2|gillette|arts. para el cuidado personal|basicos|97.5|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
rastrillos desechables|paquete con 2. presto barba 3 (rosa)|gillette|arts. para el cuidado personal|basicos|73.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
rastrillos desechables|paquete con 2. presto barba 3. comfortgel|gillette|arts. para el cuidado personal|basicos|69.75|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
refresco|botella 2 lt. no retornable|7 up|refrescos envasados|basicos|20.5|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
refresco|botella 2.5 lt. no retornable|coca cola|refrescos envasados|basicos|32.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
refresco|botella 600 ml.|coca cola|refrescos envasados|basicos|13.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
refresco|botella 600 ml. sin azucar|coca cola|refrescos envasados|basicos|10.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
refresco|lata 355 ml.|coca cola|refrescos envasados|basicos|12.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
refresco|botella 2 lt. no retornable|coca cola. light|refrescos envasados|basicos|27.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
refresco|botella 600 ml.|coca cola. light|refrescos envasados|basicos|13.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
refresco|botella 3 lt. no retornable. naranja|fanta|refrescos envasados|basicos|32.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
refresco|botella 600 ml. naranja|fanta|refrescos envasados|basicos|13.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
refresco|botella 3 lt. no retornable|fresca|refrescos envasados|basicos|32.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
refresco|botella 600 ml.|fresca|refrescos envasados|basicos|13.0|2020-01-03|hipermercado soriana|supermercado / tienda de autoservicio|soriana hiper sucursal san marcos|convencion s/n, entre carlos sagredo y fundicion, col. san cayetano, cp. 20010|aguascalientes|aguascalientes
